stem,selected_imf,median_bpm,q1_bpm,q3_bpm,iqr_bpm,n_samples_used,n_total_samples,n_valid_masked,valid_pct_masked,raw_min_bpm,raw_max_bpm,smooth_masked_min_bpm,smooth_masked_max_bpm
S01_breath_face,1,76.94209464566684,68.97553898068898,98.27658340176254,29.301044421073556,1753,1812,1753,96.7439293598234,-809.1088765707743,735.5752298595122,40.469190915043626,138.2326932994215
S01_breath_palm,1,82.99479079029399,74.65247541973696,99.98677645946255,25.334301039725588,1809,1809,1809,100.0,-887.6707061132266,681.1259364538314,57.44450796565989,130.15236535171806
S01_exercise_face,4,11.991034518216416,9.335079875506693,18.635364366344586,9.300284490837893,1812,1812,0,0.0,-634.2146951978143,212.06325685218857,,
S01_exercise_palm,2,54.68930618002241,50.49289109599324,61.059285283264245,10.566394187271008,1679,1820,1679,92.25274725274726,-122.26186071675288,299.25421781536187,40.024056816837806,89.73268152932161
S01_rest_face,1,88.17499733291355,74.48991018502686,103.10044663580743,28.61053645078057,1815,1815,1815,100.0,-688.0899631246161,529.9298180312677,40.86775384380054,131.63930011984547
S01_rest_palm,1,105.10052343136365,90.95128097208965,116.90594081370084,25.95465984161119,1816,1816,1816,100.0,-434.6374299597755,568.4934887633996,58.994362284236196,150.99605676728723
